Air_conditioning,Breakfast,Buzzer_wireless_intercom,Cable_TV,Carbon_monoxide_detector,Doorman,Dryer,Elevator_in_building,Essentials,Family_kid_friendly,Fire_extinguisher,First_aid_kit,Free_parking_on_premises,Free_parking_on_street,Gym,Hair_dryer,Hangers,Heating,Hot_tub,Indoor_fireplace,Internet,Iron,Kitchen,Laptop_friendly_workspace,Lock_on_bedroom_door,Paid_parking_off_premises,Pets_allowed,Pool,Safety_card,Self_Check_In,Shampoo,Smoke_detector,Smoking_allowed,Suitable_for_events,TV,Washer,Wheelchair_accessible,Wireless_Internet,apart_id,apart_name,bathrooms,bed_type,bedrooms,beds,cancellation_policy,city,cleaning_fee_native,country,description,extra_price_native,extra_user_info,guests_included,has_agreed_to_legal_terms,host_id,house_rules,in_building,instant_bookable,interaction,is_location_exact,lat,lng,max_nights,min_nights,monthly_price_factor,native_currency,neighborhood,neighborhood_overview,notes,person_capacity,photo_url,picture_count,price_for_extra_person_native,price_native,property_type,require_guest_phone_verification,review_rating_accuracy,review_rating_checkin,review_rating_cleanliness,review_rating_communication,review_rating_location,review_rating_value,reviews_count,room_type,room_type_category,space,square_feet,star_rating,transit,url,weekly_price_factor
True,True,False,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,9055772,"Мини-отель ""Vip House"" ждет гостей.",1.0,Настоящая кровать,1.0,1.0,flexible,Samara,,,"Мини-отель находится в тихой, спокойной части Самары. Мы можем предложить Вам 19 уютных номеров со всеми удобствами и на любой вкус. От стандартного уютного одноместного номера до просторного двухкомнатного люкса с джакузи.",,,1,True,47241590,,False,False,,True,53.23581730547424,50.25852442015425,1125,1,1.0,RUB,,,,2,,14,0,1196,Другое,False,,,,,,,0,Отдельная комната,private_room,,,,,https://www.airbnb.com/rooms/9055772,1.0
False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,5807852,1к квартира в Самаре,1.0,Настоящая кровать,1.0,1.0,flexible,Samara,,,"Рядом магазины, остановка общественного транспорта

В спальне 2местный диван и шкаф, доп. кровать по запросу. На кухне холодильник, кух.гарнитур, посуда, газовая плита, стиральная машинка

Остановка общественного транспорта рядом с домом, можно добраться в любую точку города",,,1,,28282927,Возможно с детьми и животными. Курение строго за пределами дома.,False,False,,False,53.31418986043374,50.306123187485895,1125,1,1.0,RUB,,,,3,,5,0,1196,Квартира,False,,,,,,,0,Дом/квартира целиком,entire_home,,,,"Остановка общественного транспорта рядом с домом, можно добраться в любую точку города",https://www.airbnb.com/rooms/5807852,1.0
True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,True,True,False,True,17359804,Домашняя гостиница,2.5,Настоящая кровать,4.0,8.0,flexible,Zhigulevsk,,,"Рядом с моим жильем прокуратура, полиция, горнолыжка. Вам понравится, ведь в моем жилье есть атмосферность, пространство у дома, район, свет, удобная кровать, можно делать шашлыки,есть Wi-Fi. Мое жилье подходит для этого: деловые путешественники, семьи (с детьми), большие группы и мохнатые друзья (животные).

У нас вы будете чувствовать себя как дома. Уютные комнаты, полностью оборудованная кухня, кабельное телевидение и бесплатный wi-fi. В скором времени запускаем баню!

Кухня, туалет, спальни, крыльцо, парковка, площадка перед домом для приготовления шашлыка.

Дом, в котором мы живем находится в двух шагах от гостиницы, поэтому мы сможем помочь в любую минуту!

Район очень спокойный, так как рядом находится прокуратура и полиция. Для зимнего отдыха может подойти горнолыжка, которая находится в рядом с домом. Наш дом стоит рядом с лесом, это не только приятные прогулки, но и чистый воздух.

Ближайшая автобусная остановка находится в 100 метрах от дома.",,,1,True,117278296,- Прибытие в любое время,False,True,"Дом, в котором мы живем находится в двух шагах от гостиницы, поэтому мы сможем помочь в любую минуту!",True,53.40101401291268,49.482013380816255,1125,1,,RUB,,,,11,,12,0,1196,Дом,False,,,,,,,0,Отдельная комната,private_room,"У нас вы будете чувствовать себя как дома. Уютные комнаты, полностью оборудованная кухня, кабельное телевидение и бесплатный wi-fi. В скором времени запускаем баню!",,,Ближайшая автобусная остановка находится в 100 метрах от дома.,https://www.airbnb.com/rooms/17359804,
True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,12281650,Аппортаменты на Бульваре Ленина,1.0,Настоящая кровать,1.0,1.0,flexible,Тольятти,,,"Дом находится внутри квартала,куда не доносится шум дорог.В шаговой доступности,магазины,дом быта,спортивный комплекс,аквапарк,теннисный корт.лесная зона с фонтанами.Квартира чистая и уютная,теплая,светлая,в наличии кондиционер..посуда,постельное.",,,1,True,31589506,,False,True,,True,53.50430177809757,49.41779981092396,1125,1,0.85,RUB,,,,2,,17,0,1139,Квартира,False,,,,,,,1,Дом/квартира целиком,entire_home,,,,,https://www.airbnb.com/rooms/12281650,0.9
True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,True,True,False,True,18170181,Уютная квартира,1.0,Настоящая кровать,1.0,2.0,flexible,Tolyatti,,,Есть все необходимое,,,1,True,118559868,,False,True,,False,53.5070837617928,49.43521791908355,1125,1,,RUB,,,,4,,3,0,2847,Квартира,False,,,,,,,0,Дом/квартира целиком,entire_home,,,,,https://www.airbnb.com/rooms/18170181,
True,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,7998571,Уютные апартаменты с wi-fi,1.0,Настоящая кровать,1.0,2.0,flexible,Tolyatti,,,"Комфортабельная уютная квартира в Центральном районе (Соцгород)! В квартире есть все необходимое для комфортного проживания.Всегда чистое белье, махровые полотенца, средства личной гигиены, посуда, чай/кофе/сахар, микроволновка, эл.чайник, холодильник, ТV (кабельное),безлимитный Wi-Fi, кондиционер. 
Недалеко находится автовокзал, стадион, супермаркет, университеты. А также кафе и ресторан.

Оказываем визовую поддержку, регистрацию. Организуем экскурсии. Поможем приобрести билеты. Проконсультируем по возникшим вопросам и окажем содействие.

Центра́льный райо́н Тольятти (также известен как «Старый город») — административный район города Тольятти, расположен в центре города.Граничит на западе с Автозаводским, а на юго-востоке с Комсомольским районами города, отделённый от них лесными массивами. На юге района находится лесной массив, за которым протекает река Волга. Именно в Центральном районе находится большинство исторических памятников Тольятти. Спортивный стадион Строитель.клубы

Остановка рядом с домом. Недалеко находится центральный парк района.",,,1,True,42197101,,False,False,"Оказываем визовую поддержку, регистрацию. Организуем экскурсии. Поможем приобрести билеты. Проконсультируем по возникшим вопросам и окажем содействие.",True,53.50552460988067,49.40718791257315,1125,1,0.85,RUB,,,,4,,16,0,2163,Квартира,False,9.0,10.0,10.0,10.0,10.0,10.0,3,Дом/квартира целиком,entire_home,,,5.0,Остановка рядом с домом. Недалеко находится центральный парк района.,https://www.airbnb.com/rooms/7998571,0.9
False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,14764099,Квартира  по  цене  хостела !,1.0,Настоящая кровать,1.0,2.0,flexible,Tolyatti,,,"Рядом с моим жильем центр города, парки, искусство и культура и рестораны и кафе. Вам понравится, ведь в моем жилье есть расположение. Мое жилье подходит для этого: пары, соло-путешественники, деловые путешественники, семьи (с детьми) и большие группы.

Расположение  в   центре, но место  не  шумное, рядом  парк, Сбербанк, супермаркет.

Всей   квартирой  полностью.

Да, всегда  на  связи.

Остановка  рядом",,,1,True,92079711,- Необходимо   наличие  паспорта   и   страховой  депозит   в  размере   1 000 руб.,False,False,"Да, всегда  на  связи.",False,53.51425647515543,49.42423903929314,1125,1,0.51,RUB,,,,4,,6,0,1196,Квартира,False,10.0,10.0,8.0,10.0,10.0,9.0,2,Дом/квартира целиком,entire_home,"Расположение  в   центре, но место  не  шумное, рядом  парк, Сбербанк, супермаркет.",,,Остановка  рядом,https://www.airbnb.com/rooms/14764099,0.8
False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,13567756,Квартира,1.0,Настоящая кровать,1.0,1.0,flexible,Tolyatti,,,Мое жилье подходит для этого: пары.,,,1,,19998993,,False,True,,False,53.54511853634269,49.31007494148395,1125,1,,RUB,,,,2,,1,0,1139,Квартира,False,,,,,,,0,Дом/квартира целиком,entire_home,,,,,https://www.airbnb.com/rooms/13567756,
False,True,False,False,False,False,True,True,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,17626624,Посуточная аренда отличной квартиры,1.0,Настоящая кровать,1.0,1.0,flexible,Tolyatti,,,"Удобное место в Автозаводском районе, тихое отдаление от проезжих частей, рядом бескрайнее количество магазинов, где можно купить всё от техники до обуви. Всегда есть парковочные места

Всегда рады новым жильцам и готовы помогать в решении любых вопросов.",,,1,True,116248574,,False,True,,True,53.522852908998665,49.316216436138944,1125,1,0.65,RUB,,,,2,,10,0,911,Квартира,False,,,,,,,0,Дом/квартира целиком,entire_home,Всегда рады новым жильцам и готовы помогать в решении любых вопросов.,,,,https://www.airbnb.com/rooms/17626624,0.8
True,False,True,True,True,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False,True,11646817,Квартира в Тольятти 5*****,1.0,Настоящая кровать,2.0,2.0,strict,Tolyatti,,,"Здравствуйте дорогие друзья!
Сдается отличная двухкомнатная квартира комфорт-класса.

Отличное месторасположение.

Это целая квартиры, где гости смогут комфортно отдохнуть.
Могут пользоваться всем что находится там.

В течении поездки , можем курировать гостей до момента приезда на квартиру. Далее можем координировать по городу.

Район достаточно спокойный и тихий. Это факт.
В 10 минутах ходьбы от центра Автозаводского р-на.
Рядом есть ТЦ,банки,супермакерты.

вблизи квартиры находятся 3 остановки с которых можно уехать в любую точку города.

Все в порядке",,,1,True,51989316,"Адекватно.
Не шуметь в позднее время.
После себя необходимо оставить чистую кв.",False,False,"В течении поездки , можем курировать гостей до момента приезда на квартиру. Далее можем координировать по городу.",True,53.527601726616666,49.28929296289239,1125,1,,RUB,,,Все в порядке,3,,5,0,1139,Квартира,False,,,,,,,2,Дом/квартира целиком,entire_home,Отличное месторасположение.,,,вблизи квартиры находятся 3 остановки с которых можно уехать в любую точку города.,https://www.airbnb.com/rooms/11646817,
True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,14899319,Уютная 1-к квартира,1.0,Настоящая кровать,1.0,2.0,flexible,Tolyatti,,,"Рядом с моим жильем парки, искусство и культура, отличные виды, рестораны и кафе и пляж. Вам понравится, ведь в моем жилье есть расположение и атмосферность. Мое жилье подходит для этого: пары, соло-путешественники, деловые путешественники, семьи (с детьми) и мохнатые друзья (животные).",,,1,True,93527532,,False,True,,True,53.51687131999195,49.26326012838878,1125,1,0.9,RUB,,,,3,,14,0,1196,Квартира,False,,,,,,,0,Дом/квартира целиком,entire_home,,,,,https://www.airbnb.com/rooms/14899319,0.9
True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,17163994,"1к квартира ул.Фрунзе, 10Б",1.0,Настоящая кровать,1.0,2.0,flexible,Tolyatti,,,"Собрались в Тольятти? А Вы уже знаете, где остановитесь ? Мы предлагаем Вам отличную альтернативу казенному жилью и неудобным расценкам. Квартира в краткосрочную аренду,полностью укомплектована мебелью и техникой. Удобное время расчета , домашний уют и чистота, которые позволят Вам в полной мере насладиться визитом в Тольятти! В квартире с комфортом разместится до 4 человек.
Приезжайте в наш город и чувствуйте себя, как дома!",,,1,True,112211831,,False,True,,True,53.513882174809766,49.28944461509833,1125,1,0.8,RUB,,,,4,,6,0,1196,Квартира,False,,,,,,,0,Дом/квартира целиком,entire_home,,,,,https://www.airbnb.com/rooms/17163994,0.9
False,True,True,True,False,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,10136979,"квартира на сутки, дни, часы",1.0,Настоящая кровать,1.0,2.0,flexible,Tolyatti,,,"Новый дом. В шаговой доступности ТЦ Русь, М-Видео, м-н Посадский, м-н Магнит, Сбербанк, косметический салон и т.д.  Минимальный срок размещения -2 часа.Cкидки при длительном проживании обговариваются отдельно.",,,1,True,52021512,,False,True,,False,53.51364799152249,49.293745696160634,365,1,,RUB,,,,4,,6,0,1196,Квартира,False,,,,,,,0,Дом/квартира целиком,entire_home,,,,,https://www.airbnb.com/rooms/10136979,
False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,10802591,"1-к квартира, 37 м²",1.0,Настоящая кровать,1.0,2.0,flexible,Тольятти,,,"Имеется все для комфортного проживания!
Холодильник; Электроплита; Все кухонные принадлежности; Стиральная машина; Двуспальная кровать; Большая мягкая зона; Сеть WiFi; Постельное белье.
На первом этаже дома 3 разноплановых кафе! И магазин ""МАГНИТ""

В квартире имеется все для комфортного проживания!
Холодильник; Электроплита; Все кухонные принадлежности; Стиральная машина; Двуспальная кровать; Большая мягкая зона; Сеть WiFi;
Возле дома имеются парковочные места для автомобиля; Имеется охраняемая парковка (Платная). На первом этаже дома располагаются магазин ""МАГНИТ"" и 2 разноплановых кафе подходящих для деловых и дружеских встреч! В шаговой доступности от дома располагаются 2 ресторана! Хорошая транспортная развязка!",,,1,True,55903413,,False,False,,True,53.54078697611977,49.33025137757592,1125,1,,RUB,,,,4,,8,0,1196,Квартира,False,,,,,,,1,Дом/квартира целиком,entire_home,"В квартире имеется все для комфортного проживания!
Холодильник; Электроплита; Все кухонные принадлежности; Стиральная машина; Двуспальная кровать; Большая мягкая зона; Сеть WiFi;
Возле дома имеются парковочные места для автомобиля; Имеется охраняемая парковка (Платная). На первом этаже дома располагаются магазин ""МАГНИТ"" и 2 разноплановых кафе подходящих для деловых и дружеских встреч! В шаговой доступности от дома располагаются 2 ресторана! Хорошая транспортная развязка! ",,,,https://www.airbnb.com/rooms/10802591,
True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,5340702,Максимальный комфорт за минимальные деньги.,1.0,Настоящая кровать,1.0,2.0,flexible,Tolyatti,,,"Чистота, уют, комфорт – вот что Вас в квартире ждёт!
Огромная двуспальная кровать, диван, прикроватные тумбочки,  два кресла, журнальный столик, ТВ-тумбочка, шкаф-купе. Стулья, стол, кухонный гарнитур. Средства личной гигиены и туалетные принадлежности.",,,1,True,20303456,,False,True,,False,53.52799267176289,49.41528859652854,1125,1,,RUB,,,,4,,7,0,1196,Квартира,False,,,,,,,0,Дом/квартира целиком,entire_home,,,,,https://www.airbnb.com/rooms/5340702,
False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,14187969,"Сдам уютную однокомнатную квартиру, посуточно",1.0,Настоящая кровать,0.0,1.0,flexible,Tolyatti,,,"Рядом с моим жильем набережная, магазины, дворец спорта, каток, бассейн, парк, центр города, ночная жизнь, общественный транспорт и семейные развлечения. Вам понравится, ведь в моем жилье есть удобный район, много света, пространство у дома, где можно припарковать автомобиль, люди и атмосферность. Мое жилье подходит для этого: пары, соло-путешественники и деловые путешественники.",,,1,True,86006087,,False,True,,False,53.504410687314575,49.276069161935176,21,1,0.8,RUB,,,,2,,5,0,1196,Квартира,False,,,,,,,0,Дом/квартира целиком,entire_home,,,,,https://www.airbnb.com/rooms/14187969,0.9
False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,14558088,Квартира,1.0,Настоящая кровать,2.0,2.0,flexible,Otradnyy,,,"Сдается 2-комнатная квартира. В хорошем состоянии, мебелированная, с бытовой техникой.",,,1,True,90152597,,False,True,,True,53.3773424737284,51.35956698759109,1125,1,0.7,RUB,,,,4,,4,0,1196,Квартира,False,10.0,10.0,10.0,10.0,10.0,10.0,1,Дом/квартира целиком,entire_home,,,,,https://www.airbnb.com/rooms/14558088,
True,False,True,True,True,False,False,False,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,10130661,квартира на сутки в Тольятти,1.0,Настоящая кровать,3.0,5.0,flexible,Tolyatti,500.0,,"Квартира находиться в г.Тольятти , Район Автозаводский.
В квартире есть:
1 диван.(2-ух спальный)
1 кровать (2-ух спальная)
3 кровати (3 спальных отдельных места)
Бесплатный Wi-Fi
Чистое постельное белье.
Холодильник.Чайник.Микроволновая печь.

Уникальность данной квартиры заключается в том что ее на цена значительно ниже чем у остальных.

В квартире есть Балкон (застекленный) и Лоджия (застекленная), так же в квартире есть 2 кондиционера.

Помощь в трансфере до места проживания обеспечена.

Квартира в находиться в отличном расположении.
Рядом есть Банки,ТЦ,супермаркеты,кафе.

Транспортная доступность очень хорошая.
до остановки 2 минуты.
от остановки транспортная доступность во все районы города.

все расскажем. покажем",,,1,True,51989316,"Курить только на балконе.
Правило соседского этикета, после 23:00 не шуметь.
Оставлять за собой только чистоту и порядок для вашего же комфорта.",False,False,"Помощь в трансфере до места проживания обеспечена.
",True,53.52204801815555,49.29340083258508,1125,1,0.7,RUB,,,все расскажем. покажем,7,,9,500,854,Квартира,False,,,,,,,1,Дом/квартира целиком,entire_home,"Уникальность данной квартиры заключается в том что ее на цена значительно ниже чем у остальных.
",,,"Транспортная доступность очень хорошая.
до остановки 2 минуты.
от остановки транспортная доступность во все районы города.",https://www.airbnb.com/rooms/10130661,0.85
True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,17688691,сдам квартиру на сутки,1.0,Настоящая кровать,1.0,2.0,flexible,Samara,,,"Рядом с моим жильем пляж, общественный транспорт и семейные развлечения. Мое жилье подходит для этого: пары, соло-путешественники, деловые путешественники и семьи (с детьми).",,,1,True,120509257,"- разрешено курить только на лоджии
- можно заехать в 13:00",False,True,,True,53.266424091557845,50.21539809036964,1125,1,0.83,RUB,,,,3,,5,0,1196,Квартира,False,,,,,,,0,Дом/квартира целиком,entire_home,,,,,https://www.airbnb.com/rooms/17688691,0.9
False,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,True,13262134,1-я линия набережной р.Волга,1.0,Настоящая кровать,1.0,2.0,strict,Samara,350.0,,"Рядом с моим жильем центр города, через дорогу набережная реки Волга, в соседнем доме ночной клуб и ресторан, в доме есть продуктовый, рядом Храм Георгия Победоносца и цирк. Вам понравится, ведь в моем жилье окна выходят на солнечную сторону,  квартира находится в самом сердце Самары, удобная транспортная развязка в любой конец города, остановка в 3 минутах, можно заселиться компанией из 4 человек-есть 2х местная кровать, 2х местный диван. Предоставляем трансфер из аэропорта, Авто и жд вокзалов

Фото квартиры в конце альбома!!! Через дорогу находится набережная реки Волга, Спортивный комплекс, бассейн, пивоваренный завод. В соседнем доме ресторан, ночной клуб, караоке бар. В 5-7 минутах цирк, Храм Георгия Победоносца, дворец спорта, Женский монастырь

При необходимости предоставим договор и чек для командировок

Предоставляем трансфер из аэропорта, авто и жд вокзалов

Ленинский район

В 3 минутах остановка",,,1,True,74661129,"Я позабочусь о том, чтобы Вам было комфортно находиться в моем доме. А вы позаботьтесь о том, чтобы после Вашего нахождения было чисто!",False,False,"Предоставляем трансфер из аэропорта, авто и жд вокзалов",False,53.20432174257972,50.106844254512815,1125,1,0.97,RUB,,,,4,,21,0,1196,Квартира,False,,,,,,,1,Дом/квартира целиком,entire_home,"Фото квартиры в конце альбома!!! Через дорогу находится набережная реки Волга, Спортивный комплекс, бассейн, пивоваренный завод. В соседнем доме ресторан, ночной клуб, караоке бар. В 5-7 минутах цирк, Храм Георгия Победоносца, дворец спорта, Женский монастырь",,,В 3 минутах остановка,https://www.airbnb.com/rooms/13262134,1.0
False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,16936447,Квартира на ул.Дзержинского,1.0,Настоящая кровать,1.0,2.0,flexible,Samara,,,"Уютная однокомнатная квартира бизнес-класса ,Расположенная недалеко от А/с Аврора, ТЦ Аврора,моста через реку Самарка и выезда из города.",,,1,True,112072704,,False,True,,False,53.190766722012405,50.1743123971163,1125,1,0.72,RUB,,,,4,,10,0,1708,Квартира,False,,,,,,,0,Дом/квартира целиком,entire_home,,,,,https://www.airbnb.com/rooms/16936447,0.92
False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,True,17262949,"Номер ""Персиковый""",2.5,Настоящая кровать,1.0,2.0,flexible,Samara,,,"Мое жилье подходит для этого: пары, соло-путешественники, деловые путешественники, семьи (с детьми) и мохнатые друзья (животные).",,,1,True,13057992,"- Режим тишины с 23:00 до 09:00, чтобы наши гости могли выспаться
- Запрет на употребление алкогольных и наркотических веществ, ровно как и нахождение в состоянии опьянения",False,True,,True,53.18815761349677,50.08650736032612,1125,1,0.6,RUB,,,,2,,1,0,1196,Хостел,False,,,,,,,0,Отдельная комната,private_room,,,,,https://www.airbnb.com/rooms/17262949,0.9
False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False,True,8600721,Квартира в районе отеля Ренессанс,1.0,Настоящая кровать,2.0,2.0,strict,Самара,,,"Очень теплая, по-домашнему уютная квартира.",,,1,True,45259988,"Квартира сдаётся от собственника без дополнительных комиссий. Составляется договор найма жилого помещения. Наниматель и физические лица, которые будут проживать вмести с ним должны иметь при себе паспорта.
Запрещено:
- курить в квартире;
- шуметь после 23:00.",False,False,,True,53.23214751828623,50.18341218382034,1125,1,0.73,RUB,,,,4,,17,0,1252,Квартира,False,10.0,10.0,10.0,10.0,10.0,10.0,8,Дом/квартира целиком,entire_home,,,5.0,,https://www.airbnb.com/rooms/8600721,0.87
True,False,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,12902478,1к квартира РЕАЦЕНТР,1.0,Настоящая кровать,1.0,2.0,flexible,Samara,,,"В квартире сделан евро ремонт, чистая, ухоженная с домашней уютной обстановкой.
В 5 минутах от квартиры находятся: парк ""Молодежный"", Самарская городская клиническая больница 2 им. Н.А. Семашко, стадион Орбита, Реацентр.
Спальные места: 2+2

В квартире сделан евро ремонт, чистая, ухоженная с домашней уютной обстановкой.

На кухне имеется все необходимое для приготовления пищи: электрический чайник, микроволновая печь, холодильник, посуда.
Также предоставляются постельное белье и полотенца.

Отвечаем на звонки в любое время суток. При возникновении любой непонятной ситуации окажем всю посильную помощь.

Две минуты ходьбы до остановок общественного транспорта в любую точку города. 10 минут до станции метро Безымянка. Через дорогу платная охраняемая стоянка.",,,1,True,70669896,"Не шуметь после 23.00 местного времени.
Курение разрешено исключительно на лоджии.
Заключаем стандартный договор краткосрочной аренды. Для этого нужно иметь при себе паспорт.",False,False,Отвечаем на звонки в любое время суток. При возникновении любой непонятной ситуации окажем всю посильную помощь.,True,53.22155145556547,50.24637487393729,1125,3,0.88,RUB,,,,4,,17,0,1423,Квартира,False,,,,,,,0,Дом/квартира целиком,entire_home,"В квартире сделан евро ремонт, чистая, ухоженная с домашней уютной обстановкой.
",,,Две минуты ходьбы до остановок общественного транспорта в любую точку города. 10 минут до станции метро Безымянка. Через дорогу платная охраняемая стоянка.,https://www.airbnb.com/rooms/12902478,0.9
True,True,False,True,False,True,True,False,True,True,False,False,True,False,False,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,9055772,"Мини-отель ""Vip House"" ждет гостей.",1.0,Настоящая кровать,1.0,1.0,flexible,Samara,,,"Мини-отель находится в тихой, спокойной части Самары. Мы можем предложить Вам 19 уютных номеров со всеми удобствами и на любой вкус. От стандартного уютного одноместного номера до просторного двухкомнатного люкса с джакузи.",,,1,True,47241590,,False,False,,True,53.23581730547424,50.25852442015425,1125,1,1.0,RUB,,,,2,,14,0,1196,Другое,False,,,,,,,0,Отдельная комната,private_room,,,,,https://www.airbnb.com/rooms/9055772,1.0
False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,6725809,Уютная квартира в центре Самары,1.0,Настоящая кровать,1.0,2.0,flexible,Samara,,,"Квартира находится на 5-м этаже. В квартире ремонт, новая газовая колонка, стекломебель, новый кухонный гарнитур, новый холодильник, два дивана, ТВ, интернет, WI-FI, шкаф, новая ванна, стиральная машинка автомат. Балкон застеклен, стеклопакет.

Квартира находится на 5-м этаже. В квартире ремонт, новая газовая колонка, стекломебель, новый кухонный гарнитур, новый холодильник, два дивана, ТВ, интернет, WI-FI, шкаф, новая ванна, стиральная машинка автомат. Балкон застеклен, стеклопакет. 
Квартира очень теплая, светлая.
Дом удобно расположен: недалеко от железнодорожного вокзала, в центре города, рядом автобусные, трамвайные остановки, супермаркеты, кулинария работает до 24.00, всегда вкусная и свежая еда и выпечка.
Квартира сдается с бельем, ванными принадлежностями.

Отдельная квартира в полном распоряжении гостей с ванной комнатой и кухней.

Хозяева всегда доступны для гостей в любое время.

Дом расположен в шаговой доступности от красивой городской набережной на реке Волге и городского пляжа. Недалеко расположены Самарский драматический и оперный театры, бункер Сталина, торговый центр ""Самара"", пешеходная прогулочная улица Ленинградская.

Дом удобно расположен: недалеко от железнодорожного вокзала, в центе города, рядом автобусные, трамвайные остановки, парковка.

Дом расположен в шаговой доступности от красивой городской набережной на реке Волге и городского пляжа. Недалеко расположены Самарский драматический и оперный театры, бункер Сталина, торговый центр ""Самара"", пешеходная прогулочная улица Ленинградская.",,,1,,21195758,,False,False,Хозяева всегда доступны для гостей в любое время.,True,53.18921001734494,50.13408141734736,1125,1,0.71,RUB,,,"Дом расположен в шаговой доступности от красивой городской набережной на реке Волге и городского пляжа. Недалеко расположены Самарский драматический и оперный театры, бункер Сталина, торговый центр ""Самара"", пешеходная прогулочная улица Ленинградская.",2,,15,0,1196,Квартира,False,10.0,10.0,10.0,10.0,10.0,10.0,1,Дом/квартира целиком,entire_home,"Квартира находится на 5-м этаже. В квартире ремонт, новая газовая колонка, стекломебель, новый кухонный гарнитур, новый холодильник, два дивана, ТВ, интернет, WI-FI, шкаф, новая ванна, стиральная машинка автомат. Балкон застеклен, стеклопакет. 
Квартира очень теплая, светлая.
Дом удобно расположен: недалеко от железнодорожного вокзала, в центре города, рядом автобусные, трамвайные остановки, супермаркеты, кулинария работает до 24.00, всегда вкусная и свежая еда и выпечка.
Квартира сдается с бельем, ванными принадлежностями.",,,"Дом удобно расположен: недалеко от железнодорожного вокзала, в центе города, рядом автобусные, трамвайные остановки, парковка.",https://www.airbnb.com/rooms/6725809,0.89
